0.992844	860/1000	1	0	bin.112.strict.fa	
0.794597	8/1000	1	1.94539e-29	bin.93.strict.fa	
0.794597	8/1000	1	1.94539e-29	bin.61.permissive.fa	
0.777011	5/1000	1	7.21191e-18	bin.113.strict.fa	
0.743837	2/1000	1	4.7318e-07	bin.97.orig.fa	
0.743837	2/1000	1	4.7318e-07	bin.82.strict.fa	
0.719686	1/1000	2	0.00097314	bin.41.strict.fa	
0.719686	1/1000	1	0.00097314	bin.87.strict.fa	
0.719686	1/1000	1	0.00097314	bin.76.permissive.fa	
0.719686	1/1000	1	0.00097314	bin.67.strict.fa	
0.719686	1/1000	1	0.00097314	bin.1.strict.fa	
0.719686	1/1000	1	0.00097314	bin.134.strict.fa	
0.719686	1/1000	1	0.00097314	bin.115.strict.fa	
